Variable,GCM,Scenario,YearRange,Station,Raw_Pbias,BiasCorrected_Pbias,Raw_RMSE,BiasCorrected_RMSE,Raw_R2,BiasCorrected_R2,Raw_KGE,BiasCorrected_KGE,Raw_NSE,BiasCorrected_NSE,Raw_NRMSE,BiasCorrected_NRMSE
hurs,ACCESS-CM2,historical,1950-2014,OTM,3.4,3.4,14.6556146120129,14.6556146120129,0.000190380154543102,0.000190380154543102,-0.0523676736026817,-0.0523676736026817,-0.582237682370874,-0.582237682370874,0.229316375638439,0.229316375638439
hurs,ACCESS-CM2,historical,1950-2014,OTG,14.1,14.1,20.1146374933737,20.1146374933737,0.0119857844192878,0.0119857844192878,0.0495944586530057,0.0495944586530057,-0.727084436582648,-0.727084436582648,0.223405036369682,0.223405036369682
hurs,ACCESS-CM2,historical,1950-2014,DSM,12.5,12.5,16.9949264776087,16.9949264776087,0.00411204323852725,0.00411204323852725,0.0315347387115831,0.0315347387115831,-0.986758021414395,-0.986758021414395,0.257396422748392,0.257396422748392
hurs,ACCESS-CM2,ssp126,2015-2100,OTM,2,2,15.1906575128674,15.1906575128674,4.28473344091472e-05,4.28473344091472e-05,-0.0552940691587882,-0.0552940691587882,-0.489573400533171,-0.489573400533171,0.205714957156161,0.205714957156161
hurs,ACCESS-CM2,ssp126,2015-2100,OTG,2.6,2.6,16.998482657705,16.998482657705,0.00615000196691553,0.00615000196691553,0.066573441324262,0.066573441324262,-0.61643663953876,-0.61643663953876,0.208232698341741,0.208232698341741
hurs,ACCESS-CM2,ssp126,2015-2100,DSM,9.5,9.5,16.8272838227394,16.8272838227394,0.00323203979334248,0.00323203979334248,0.0231632302289422,0.0231632302289422,-0.746841387214376,-0.746841387214376,0.227454487434806,0.227454487434806
hurs,ACCESS-CM2,ssp245,2015-2100,OTM,2,2,15.330444000954,15.330444000954,0.00100406334456117,0.00100406334456117,-0.0808044433244353,-0.0808044433244353,-0.517114048965735,-0.517114048965735,0.207607974057068,0.207607974057068
hurs,ACCESS-CM2,ssp245,2015-2100,OTG,3.2,3.2,17.1457764094513,17.1457764094513,0.00237691623976343,0.00237691623976343,0.0338148095130503,0.0338148095130503,-0.644571216553356,-0.644571216553356,0.210037057942102,0.210037057942102
hurs,ACCESS-CM2,ssp245,2015-2100,DSM,9.9,9.9,17.3082218160611,17.3082218160611,1.00960992878364e-05,1.00960992878364e-05,-0.029021352685628,-0.029021352685628,-0.848120726694825,-0.848120726694825,0.233955328920055,0.233955328920055
hurs,ACCESS-CM2,ssp370,2015-2100,OTM,2,2,15.4033866017574,15.4033866017574,0.000596028789049132,0.000596028789049132,-0.0688684692122459,-0.0688684692122459,-0.531585320792751,-0.531585320792751,0.20859577751366,0.20859577751366
hurs,ACCESS-CM2,ssp370,2015-2100,OTG,3.4,3.4,16.6281781323703,16.6281781323703,0.00891785478086144,0.00891785478086144,0.0753412162407762,0.0753412162407762,-0.546777014036124,-0.546777014036124,0.203696439896128,0.203696439896128
hurs,ACCESS-CM2,ssp370,2015-2100,DSM,9.5,9.5,17.0076437939673,17.0076437939673,0.00164270188427084,0.00164270188427084,0.00989690734003057,0.00989690734003057,-0.784488427790743,-0.784488427790743,0.229892414152009,0.229892414152009
