Date,OTG,DSM,OTM
2005-01-01,2.03124254767317e-05,5.83902192374808e-06,2.92758704745211e-06
2005-01-02,8.64904947661671e-08,8.16556280369696e-08,2.45293591660811e-07
2005-01-03,1.2793730093108e-05,2.86195518128807e-05,2.54628830589354e-05
2005-01-04,1.14873655547854e-05,7.22545300959609e-05,7.20451571396552e-05
2005-01-05,4.25446633016691e-05,8.64528847159818e-05,6.24924432486296e-05
2005-01-06,8.24274081878684e-07,3.93719255953329e-06,8.10539404483279e-06
2005-01-07,0,3.16716111115056e-08,9.43562241673135e-08
2005-01-08,0,2.00106740066985e-08,5.95056128815941e-08
2005-01-09,0,3.30614710719601e-07,1.63546388876057e-07
2005-01-10,0,0,0
2005-01-11,2.05559516075482e-08,1.34583373778696e-07,6.63139303469507e-08
2005-01-12,0,9.24899552501302e-07,9.13998178475595e-07
2005-01-13,0,6.23000119048811e-07,3.05737927419614e-07
2005-01-14,0,1.44146426350744e-07,4.23577205310721e-07
2005-01-15,0,1.62097735234568e-09,4.7535997360626e-09
2005-01-16,6.43075109110214e-05,0,0
2005-01-17,2.56919920502696e-05,0,0
2005-01-18,0,9.95838789208392e-08,2.90292774707268e-07
2005-01-19,0,1.87617441582688e-08,5.45867884227391e-08
2005-01-20,1.49510235303296e-08,3.93750632099454e-08,1.14347827206984e-07
2005-01-21,5.76608272240264e-08,5.49590481568885e-07,2.65532378307398e-07
2005-01-22,2.24734009179883e-08,1.1122068599434e-08,3.21864952468331e-08
2005-01-23,0,1.61495051997917e-06,2.28939302360232e-06
2005-01-24,0,1.36487358304294e-07,3.93755470895485e-07
2005-01-25,1.1342032024686e-07,2.72413359425627e-07,2.77833777317937e-07
2005-01-26,0,7.33454839974002e-07,5.33056322638004e-07
2005-01-27,0,3.84439181289054e-06,1.10491846498917e-05
2005-01-28,0,1.6533468851776e-06,4.74732451039017e-06
2005-01-29,0,1.07117571701565e-07,3.07325535686687e-07
2005-01-30,9.85048018264933e-07,2.75585705367121e-07,1.31695529148601e-07
2005-01-31,1.51299815343009e-07,8.78019909578143e-06,1.67758589668665e-05
2005-02-01,0,2.26621546062233e-06,6.36772756479331e-06
2005-02-02,2.53862509680403e-07,0,0
2005-02-03,9.71240979197319e-07,2.85434612123936e-06,8.13501537777484e-06
2005-02-04,6.66181918518305e-08,5.57311659576953e-06,9.77930449153064e-06
2005-02-05,0,3.02350190395373e-06,8.6585059762001e-06
2005-02-06,0,3.47854074789211e-06,7.92315040598624e-06
2005-02-07,0,3.00418719234585e-07,5.17522494192235e-07
2005-02-08,0,1.00581451079051e-06,2.89291415356274e-06
2005-02-09,7.55173175548407e-07,1.77929166511603e-07,5.12455812895496e-07
2005-02-10,4.20196602135547e-06,1.18788655356639e-07,3.42658324825607e-07
2005-02-11,0,8.13827394363642e-10,1.8257091394247e-09
2005-02-12,4.01620054617524e-05,2.75585875897377e-07,1.35721663241384e-07
2005-02-13,6.43587263766676e-05,1.66175198046403e-07,1.25388922356251e-07
2005-02-14,6.4516716520302e-05,2.79136702374672e-06,6.66111736791208e-06
2005-02-15,4.9291553295916e-05,6.34608250038582e-06,1.35276013679686e-05
2005-02-16,7.63804837333737e-06,1.42234321174328e-05,1.08138174255146e-05
2005-02-17,6.73022732371464e-05,1.36272080908384e-06,6.76075558203593e-07
2005-02-18,0,3.70283217421274e-08,1.08809388166264e-07
2005-02-19,0,8.18554966031115e-08,2.41234346276542e-07
2005-02-20,0,0,0
2005-02-21,0,7.32350269316839e-09,2.17134896729476e-08
2005-02-22,0,4.41952306573512e-06,1.14882432171726e-05
2005-02-23,0,1.3627972350605e-07,4.06585314749464e-07
2005-02-24,5.5187233556353e-06,3.11817939291359e-06,2.2232748051465e-06
2005-02-25,1.06413381217862e-05,4.40293706560624e-06,3.73456168745179e-06
2005-02-26,0,9.17802580602256e-08,2.76429773293785e-07
2005-02-27,0,1.75433825688742e-07,5.30038903434615e-07
2005-02-28,1.99328837879875e-07,1.21038908673654e-07,2.91745294589418e-07
2005-03-01,0,2.28641894750581e-07,6.95042785991973e-07
2005-03-02,0,5.24421579939371e-07,1.59892169904197e-06
2005-03-03,0,0,0
2005-03-04,0,0,0
2005-03-05,0,1.08217591332505e-06,3.32733270624885e-06
2005-03-06,2.87591910819174e-06,0,0
2005-03-07,0,4.03388682457262e-08,1.24660161304746e-07
2005-03-08,0,0,0
2005-03-09,0,0,0
2005-03-10,0,3.57398425876454e-06,1.10257115011336e-05
2005-03-11,0,1.18045591079863e-08,3.67951109581099e-08
2005-03-12,8.68829556566197e-06,0,0
2005-03-13,2.108222906827e-05,2.56331020409561e-07,1.33623217379864e-07
2005-03-14,3.4962133213412e-05,8.21359026303981e-06,6.16977968093124e-06
2005-03-15,8.64606136019575e-06,8.78917308000382e-06,1.6326957847923e-05
2005-03-16,6.81107994751073e-05,2.83715398836648e-05,4.76782697660383e-05
2005-03-17,1.16553828775068e-05,3.29458794112725e-06,3.84420900445548e-06
2005-03-18,2.54762835538713e-05,1.88633055131504e-06,3.20938647746516e-06
2005-03-19,1.13164514914388e-06,0,0
2005-03-20,4.37913004134316e-05,2.49893219006481e-05,1.54895169544034e-05
2005-03-21,4.49206636403687e-05,3.96411769543192e-06,7.42539305065293e-06
2005-03-22,0.000113305533886887,4.79571790492628e-05,5.14872117491905e-05
2005-03-23,5.08324628754053e-05,3.05943904095329e-05,1.69834293046733e-05
2005-03-24,2.19836962855879e-07,3.71834865120491e-08,3.25329416739351e-08
2005-03-25,0,0,0
2005-03-26,0,0,0
2005-03-27,6.66383130010217e-05,5.31338571363449e-07,2.78926478358699e-07
2005-03-28,8.11189820524305e-05,1.28070623759413e-05,7.32973512640456e-06
2005-03-29,1.13900114229182e-05,0,0
2005-03-30,0,0,0
2005-03-31,0,0,0
2005-04-01,0,1.65926678619144e-07,8.67280078864496e-08
2005-04-02,0,0,0
2005-04-03,3.63409253623104e-06,0,0
2005-04-04,9.60371107794344e-06,2.78321931546088e-05,2.04171246878104e-05
2005-04-05,2.65508788288571e-05,1.41108030220494e-05,1.4658854524896e-05
2005-04-06,0.00010473799193278,7.00082673574798e-05,5.74557780055329e-05
2005-04-07,2.21523823711323e-05,1.31831438920926e-05,6.86394696458592e-06
2005-04-08,3.83597071049735e-05,1.61374537128722e-05,1.07132937046117e-05
2005-04-09,5.6475168094039e-05,8.45802060212009e-05,6.93568363203667e-05
2005-04-10,3.1682196777183e-07,0,0
2005-04-11,4.31602238677442e-05,1.9469931430649e-05,1.13960204544128e-05
2005-04-12,6.94769260007888e-05,5.04220042785164e-05,2.59021180681884e-05
2005-04-13,1.98921516130213e-05,2.80411057929086e-07,1.43767536542327e-07
2005-04-14,7.85531592555344e-05,3.56087326736088e-07,1.82202740006687e-07
2005-04-15,4.21021395595744e-05,5.2148276807884e-08,2.66290172135086e-08
2005-04-16,3.59026671503671e-05,0,0
2005-04-17,6.27355475444347e-05,3.42569023814576e-06,1.74203603364731e-06
2005-04-18,6.54819221068692e-09,3.21713922168954e-09,9.79515135668407e-09
2005-04-19,0,4.18835782056703e-07,2.12083378414718e-07
2005-04-20,0,0,0
2005-04-21,0,0,0
2005-04-22,0,1.93204972021022e-08,5.83201469339656e-08
2005-04-23,0,1.42396572755388e-07,4.28900591487036e-07
2005-04-24,0,0,0
2005-04-25,0,0,0
2005-04-26,0,0,0
2005-04-27,0,2.66292543571467e-09,7.95161358979613e-09
2005-04-28,1.83179520263366e-06,1.35157788463403e-05,6.71205179969547e-06
2005-04-29,3.61776613999609e-07,8.28763313620584e-06,2.1711510271416e-05
2005-04-30,1.06007901194971e-05,7.59853210183792e-05,0.000104086953797378
2005-05-01,0,2.57155406870879e-05,6.84936094330624e-05
2005-05-02,0,2.49770673690364e-05,3.57161552528851e-05
2005-05-03,3.64953720577432e-08,2.9543089112849e-05,3.8227724871831e-05
2005-05-04,1.2144519132562e-05,4.72713963972637e-06,7.97008942754474e-06
2005-05-05,0.000125600665342063,5.63603243790567e-05,3.40030637744349e-05
2005-05-06,2.55615232163109e-05,2.28223671001615e-05,1.18962252599886e-05
2005-05-07,8.37527768453583e-05,3.26013432641048e-05,2.68916246568551e-05
2005-05-08,6.68565189698711e-05,4.09457425121218e-06,3.72258023162431e-06
2005-05-09,0.000103098049294204,1.85169446922373e-05,1.09605216493947e-05
2005-05-10,2.33437276619952e-05,1.23708823593915e-05,1.061590774043e-05
2005-05-11,1.12387797344127e-05,1.12333309516544e-05,1.18762191050337e-05
2005-05-12,9.17131637834245e-06,2.01501661649672e-05,2.51473065873142e-05
2005-05-13,8.7943255493883e-05,2.00726317416411e-05,1.33541188915842e-05
2005-05-14,0.000101071724202484,6.10933493589982e-05,4.51545529358555e-05
2005-05-15,2.51282199315028e-05,2.45644041569904e-05,2.45824994635768e-05
2005-05-16,0,3.70643465430476e-06,6.03361377216061e-06
2005-05-17,3.13734716428371e-07,7.22781760487123e-06,1.49715233419556e-05
2005-05-18,1.00013471637794e-06,2.61173204307852e-06,1.90188245596801e-06
2005-05-19,1.22443980217213e-05,0,0
2005-05-20,8.6063337221276e-06,1.53506844071671e-05,1.00316738098627e-05
2005-05-21,0,0,0
2005-05-22,3.55671181750949e-05,2.69304237008328e-05,2.87250568362651e-05
2005-05-23,0.000121589117043186,5.23035923833959e-05,3.00556548609165e-05
2005-05-24,3.4158758353442e-05,3.06014298985247e-05,1.44979794640676e-05
2005-05-25,0.00011545740562724,6.97016512276605e-05,4.10835746151861e-05
