Date,DVP,MWM,OTG
2000-01-01,0.830177348689177,0.830177348689177,0.529130753420759
2000-01-02,0,0,0
2000-01-03,0,0,0
2000-01-04,0,0,0
2000-01-05,0.946384944836607,0.946384944836607,0.642442035314162
2000-01-06,1.72262820415199,1.72262820415199,1.47397124092095
2000-01-07,1.56349200988189,1.56349200988189,1.16402577550616
2000-01-08,3.41466288082302,3.41466288082302,2.73357939440757
2000-01-09,7.42417015135288,7.42417015135288,6.12096735276282
2000-01-10,5.73973387945444,5.73973387945444,6.61602288018912
2000-01-11,7.16860927641392,7.16860927641392,6.38706302270293
2000-01-12,4.43222299218178,4.43222299218178,4.1966108372435
2000-01-13,0.0791099540947471,0.0791099540947471,0.113867414620472
2000-01-14,0,0,0
2000-01-15,0.755917432252318,0.755917432252318,0.610283423156943
2000-01-16,12.0699103921646,12.0699103921646,9.38797399867277
2000-01-17,13.9627159573133,13.9627159573133,14.7909163031726
2000-01-18,6.13059375900775,6.13059375900775,6.14332566037774
2000-01-19,3.07567419949919,3.07567419949919,2.99409334547818
2000-01-20,5.54219735786319,5.54219735786319,6.00384869612753
2000-01-21,0.860138933057897,0.860138933057897,1.07823765138164
2000-01-22,0.00857716652262752,0.00857716652262752,0.012397781438267
2000-01-23,0,0,0
2000-01-24,0,0,0
2000-01-25,0,0,0
2000-01-26,0,0,0
2000-01-27,0.0292302985144488,0.0292302985144488,0.0188255539796955
2000-01-28,0,0,0
2000-01-29,0,0,0
2000-01-30,0,0,0
2000-01-31,0.0509981362483814,0.0509981362483814,0.0329108936966804
2000-02-01,0.221668053563917,0.221668053563917,0.143120685606846
2000-02-02,0,0,0
2000-02-03,0.00521942972682155,0.00521942972682155,0.00758973330903246
2000-02-04,0.00326623152204774,0.00326623152204774,0.00475179534760173
2000-02-05,0,0,0
2000-02-06,0.187341822311282,0.187341822311282,0.134193182748276
2000-02-07,0.126509184337919,0.126509184337919,0.0819136810605414
2000-02-08,0.0575229763853713,0.0575229763853713,0.037262528167048
2000-02-09,1.900684973225,1.900684973225,1.59330004826188
2000-02-10,0,0,0
2000-02-11,0,0,0
2000-02-12,0.00284915284964881,0.00284915284964881,0.00414520022786746
2000-02-13,0,0,0
2000-02-14,0.250919939571759,0.250919939571759,0.177257665927755
2000-02-15,0,0,0
2000-02-16,0,0,0
2000-02-17,0,0,0
2000-02-18,0,0,0
2000-02-19,0.0179757837031502,0.0179757837031502,0.0172250590367184
2000-02-20,0.0235320400861383,0.0235320400861383,0.0344699055858655
2000-02-21,0.37265246064635,0.37265246064635,0.242701378738275
2000-02-22,0.084294301996124,0.084294301996124,0.111241858758149
2000-02-23,0.00759718493554828,0.00759718493554828,0.0111415003175353
2000-02-24,0,0,0
2000-02-25,0,0,0
2000-02-26,0,0,0
2000-02-27,0,0,0
2000-02-28,0.0148121464917495,0.0148121464917495,0.00967366372606191
2000-02-29,0.0104408067727491,0.0104408067727491,0.015348569058915
2000-03-01,0.219350287079578,0.219350287079578,0.143456655860064
2000-03-02,1.872802265268e-4,1.872802265268e-4,2.7554383095207e-4
2000-03-03,0,0,0
2000-03-04,0,0,0
2000-03-05,0,0,0
2000-03-06,0,0,0
2000-03-07,0,0,0
2000-03-08,0,0,0
2000-03-09,0,0,0
2000-03-10,0,0,0
2000-03-11,0,0,0
2000-03-12,0,0,0
2000-03-13,0,0,0
2000-03-14,0,0,0
2000-03-15,0,0,0
2000-03-16,0,0,0
2000-03-17,0.687748356722296,0.687748356722296,0.6079320635763
2000-03-18,3.67815659847111,3.67815659847111,3.64226644160227
2000-03-19,0.487084966152906,0.487084966152906,0.461140094557777
2000-03-20,0,0,0
2000-03-21,0,0,0
2000-03-22,0,0,0
2000-03-23,0,0,0
2000-03-24,0,0,0
2000-03-25,0,0,0
2000-03-26,1.7470386097784e-4,1.7470386097784e-4,1.1573166425193e-4
2000-03-27,0.0302961549095926,0.0302961549095926,0.0200821236376214
2000-03-28,2.16125581646338,2.16125581646338,1.86216913280077
2000-03-29,0,0,0
2000-03-30,0,0,0
2000-03-31,0,0,0
2000-04-01,0.422680910560303,0.422680910560303,0.281053870276082
2000-04-02,0,0,0
2000-04-03,0,0,0
2000-04-04,0,0,0
2000-04-05,3.53384505724534,3.53384505724534,5.13172193896025
2000-04-06,11.00013772957,11.00013772957,13.762835226953
2000-04-07,4.57276519155129,4.57276519155129,3.92367427702993
2000-04-08,6.90598811488599,6.90598811488599,5.84116789977997
2000-04-09,1.3833729783073,1.3833729783073,1.05506729451008
2000-04-10,1.43054601503537,1.43054601503537,1.18077761144377
2000-04-11,1.49876066716388,1.49876066716388,1.8883447162807
2000-04-12,0.457163772080094,0.457163772080094,0.305889855371788
2000-04-13,5.87066758889705,5.87066758889705,5.74429908301682
2000-04-14,2.11630927515216,2.11630927515216,1.4174182259012
2000-04-15,0,0,0
2000-04-16,8.38518824893982,8.38518824893982,9.07607919070829
2000-04-17,3.16442252369597,3.16442252369597,3.78873642766848
2000-04-18,4.48670431505888,4.48670431505888,5.2643187227659
2000-04-19,0.00407073921451229,0.00407073921451229,0.00614779016814282
2000-04-20,0,0,0
2000-04-21,0,0,0
2000-04-22,4.78242131648585,4.78242131648585,4.51975426403806
2000-04-23,0.674978815368377,0.674978815368377,0.608706079947297
2000-04-24,7.4995004106313,7.4995004106313,7.23977100569755
2000-04-25,10.1078780600796,10.1078780600796,8.95798739511475
2000-04-26,7.10578397847712,7.10578397847712,6.92923972383142
2000-04-27,4.88507616100833,4.88507616100833,4.54910590779036
2000-04-28,4.62185873184353,4.62185873184353,4.44274144247175
2000-04-29,5.66458844114095,5.66458844114095,5.47545687295497
2000-04-30,0,0,0
2000-05-01,0.016575095241933,0.016575095241933,0.0251186238529044
2000-05-02,1.53242794331163,1.53242794331163,1.44967372762039
2000-05-03,0,0,0
2000-05-04,0.768985736067407,0.768985736067407,0.518173196178395
2000-05-05,3.75348182860762,3.75348182860762,3.73956210678443
2000-05-06,2.80644726008177,2.80644726008177,1.89151197555475
2000-05-07,0.815358746331185,0.815358746331185,1.23657484073192
2000-05-08,9.18054138310243,9.18054138310243,10.1325918920337
2000-05-09,6.62350750062615,6.62350750062615,6.43417790997773
2000-05-10,2.50794867170043,2.50794867170043,2.76705273427069
2000-05-11,5.26652808766812,5.26652808766812,5.3927960107103
2000-05-12,3.86447058990598,3.86447058990598,3.5922849434428
2000-05-13,3.00648452248425,3.00648452248425,2.21192504977807
2000-05-14,0,0,0
2000-05-15,2.58863009512424,2.58863009512424,2.57766515132971
2000-05-16,5.75616408605129,5.75616408605129,7.51453754492104
2000-05-17,10.3484866674989,10.3484866674989,9.44425889756496
2000-05-18,1.336948183598,1.336948183598,1.73019124777056
2000-05-19,0.784111901884899,0.784111901884899,0.665779650444165
2000-05-20,0,0,0
2000-05-21,0,0,0
2000-05-22,0,0,0
2000-05-23,0,0,0
2000-05-24,0.78732033725828,0.78732033725828,1.19310285954271
2000-05-25,0.132992868020665,0.132992868020665,0.0895580356882418
2000-05-26,0.00720597945473855,0.00720597945473855,0.010916417977569
2000-05-27,0,0,0
2000-05-28,0,0,0
2000-05-29,0,0,0
2000-05-30,0,0,0
2000-05-31,2.8925251099281,2.8925251099281,3.60590354539454
2000-06-01,1.84185642865486,1.84185642865486,2.31693494715727
2000-06-02,3.14406267134473,3.14406267134473,3.72693581739441
2000-06-03,3.60649226931855,3.60649226931855,2.84004884306341
2000-06-04,2.68093087943271,2.68093087943271,2.14421472628601
2000-06-05,0.44561222603079,0.44561222603079,0.332036364125088
2000-06-06,0,0,0
2000-06-07,2.79738788958639,2.79738788958639,3.09667432447895
2000-06-08,2.39559732726775,2.39559732726775,2.60647003306076
2000-06-09,0.323828902764945,0.323828902764945,0.242279638041509
2000-06-10,0.685411613085307,0.685411613085307,0.460025471693371
2000-06-11,0,0,0
2000-06-12,0,0,0
2000-06-13,2.75776862399652,2.75776862399652,3.12403254210949
2000-06-14,0.0195789147710457,0.0195789147710457,0.0295402856863802
2000-06-15,0.0753053001972148,0.0753053001972148,0.113594917638693
2000-06-16,0,0,0
2000-06-17,0,0,0
2000-06-18,0,0,0
2000-06-19,0,0,0
2000-06-20,1.3479579181876,1.3479579181876,2.03135905321688
2000-06-21,0,0,0
2000-06-22,0,0,0
2000-06-23,0.639933357888368,0.639933357888368,0.580059183994309
2000-06-24,2.04164632013999,2.04164632013999,1.89235247089527
2000-06-25,3.09487797785551,3.09487797785551,2.07130049820989
2000-06-26,0.740236174897291,0.740236174897291,0.501410437573213
2000-06-27,2.20091845840216,2.20091845840216,2.63057219563052
2000-06-28,0.271824216179084,0.271824216179084,0.290418446820695
2000-06-29,0.0508450568304397,0.0508450568304397,0.0765342525482993
2000-06-30,3.2478446722962,3.2478446722962,2.58766591432505
2000-07-01,4.93502465542406,4.93502465542406,4.16806228458881
2000-07-02,0.274486046691891,0.274486046691891,0.36190298415022
2000-07-03,0.620649859774858,0.620649859774858,0.934035179670902
2000-07-04,0,0,0
2000-07-05,1.24747236259281,1.24747236259281,0.834353500977159
2000-07-06,8.80678435787482,8.80678435787482,8.29196618869901
2000-07-07,2.73488257080317,2.73488257080317,2.02634106972255
2000-07-08,0.276186407427303,0.276186407427303,0.184727631130955
2000-07-09,0.00274023527708777,0.00274023527708777,0.0018328554801883
2000-07-10,0.00410109025779093,0.00410109025779093,0.00617214147951017
2000-07-11,0.00251316371873144,0.00251316371873144,0.00378245126739784
2000-07-12,0,0,0
2000-07-13,0,0,0
2000-07-14,0,0,0
2000-07-15,1.05014431464951,1.05014431464951,1.24474138137884
2000-07-16,4.27357839653268,4.27357839653268,3.80365317687393
2000-07-17,6.6400257172063,6.6400257172063,6.11217389814556
2000-07-18,0.0347702028193453,0.0347702028193453,0.0232651591431931
2000-07-19,0.0034676175914683,0.0034676175914683,0.00232029379390042
2000-07-20,0,0,0
2000-07-21,0,0,0
2000-07-22,0,0,0
2000-07-23,0,0,0
2000-07-24,0,0,0
2000-07-25,0.00527519107436092,0.00527519107436092,0.00794185059476149
2000-07-26,0,0,0
2000-07-27,0,0,0
2000-07-28,2.34037624904886,2.34037624904886,1.56567858648486
2000-07-29,0.369855629105587,0.369855629105587,0.341581321845297
2000-07-30,0.333686197700444,0.333686197700444,0.232852275803452
2000-07-31,0,0,0
2000-08-01,6.20222634170204,6.20222634170204,7.25829962175339
2000-08-02,3.86101242620498,3.86101242620498,3.19807879859582
2000-08-03,0.0129987110994989,0.0129987110994989,0.01954967428901
2000-08-04,0,0,0
2000-08-05,0,0,0
2000-08-06,0,0,0
2000-08-07,3.22339895647019,3.22339895647019,3.41881600907073
2000-08-08,0,0,0
2000-08-09,0.297608390974347,0.297608390974347,0.198653050028952
2000-08-10,1.73828187980689,1.73828187980689,1.38578460901044
2000-08-11,0.0101515641972583,0.0101515641972583,0.0152376565893064
2000-08-12,0,0,0
2000-08-13,0,0,0
2000-08-14,0,0,0
2000-08-15,0.0935509680857647,0.0935509680857647,0.0894520308065694
2000-08-16,10.1971993921321,10.1971993921321,10.3114526951684
2000-08-17,18.484683986753,18.484683986753,18.6810191720721
2000-08-18,6.06137579306961,6.06137579306961,6.47836017888039
2000-08-19,0.238425743737025,0.238425743737025,0.164169648269308
2000-08-20,0.162440487838466,0.162440487838466,0.108048992115073
2000-08-21,0.0217897567381442,0.0217897567381442,0.0144887024362106
2000-08-22,0.0758205122110667,0.0758205122110667,0.0503981311339885
2000-08-23,0.250833265454276,0.250833265454276,0.166672481282148
2000-08-24,0.1792741160898,0.1792741160898,0.122699304847629
2000-08-25,0,0,0
2000-08-26,0.332088855793699,0.332088855793699,0.220441119745374
2000-08-27,0.0518683300470002,0.0518683300470002,0.0773050373027217
2000-08-28,1.25793014885858,1.25793014885858,1.74533666577191
2000-08-29,3.70752301532775,3.70752301532775,3.46333334455267
2000-08-30,2.9039821238257,2.9039821238257,3.68729360634461
2000-08-31,7.16631410177798,7.16631410177798,10.6835117563598
2000-09-01,4.51564954128116,4.51564954128116,6.73157181590796
2000-09-02,3.44449700787664,3.44449700787664,4.85161256510764
2000-09-03,0,0,0
2000-09-04,11.305934702977,11.305934702977,12.1289990376678
2000-09-05,11.5995498374102,11.5995498374102,11.3880530465392
2000-09-06,10.4878812795503,10.4878812795503,10.9454546123738
2000-09-07,6.58323727548123,6.58323727548123,6.00367896258831
2000-09-08,10.0684697041282,10.0684697041282,10.7774674426757
2000-09-09,4.05522719956935,4.05522719956935,4.47624810039997
2000-09-10,2.44773648446426,2.44773648446426,1.61797144683078
2000-09-11,16.4301940239961,16.4301940239961,14.2090294975788
2000-09-12,1.38772035716101,1.38772035716101,1.12838275381364
2000-09-13,0.479265554167796,0.479265554167796,0.333099202543963
2000-09-14,0.064645891507098,0.064645891507098,0.0611151785051334
2000-09-15,0,0,0
2000-09-16,0,0,0
2000-09-17,2.74433955783024,2.74433955783024,2.68932263134048
2000-09-18,1.70619721175172,1.70619721175172,1.50070977397263
2000-09-19,0.0790519961810787,0.0790519961810787,0.0521716059665778
2000-09-20,0,0,0
2000-09-21,1.50211997679435,1.50211997679435,0.991090558818544
2000-09-22,10.199150070548,10.199150070548,10.7133911456913
2000-09-23,1.62042158190161,1.62042158190161,1.06889657035935
2000-09-24,0,0,0
2000-09-25,0,0,0
2000-09-26,0,0,0
2000-09-27,0,0,0
2000-09-28,0.0757792722652084,0.0757792722652084,0.111912522334024
2000-09-29,0.62523875531042,0.62523875531042,0.832609646022319
2000-09-30,0,0,0
2000-10-01,0.0439598521552398,0.0439598521552398,0.0450965020718286
2000-10-02,9.53696421347558,9.53696421347558,7.52507171127945
2000-10-03,6.31895398255437,6.31895398255437,8.69364500977066
2000-10-04,0.357942967093549,0.357942967093549,0.235874849022366
2000-10-05,0.504459276271518,0.504459276271518,0.3740979853319
2000-10-06,4.39836303703487,4.39836303703487,3.22300951229409
2000-10-07,2.18239958630875,2.18239958630875,1.77495815441944
2000-10-08,0.725804816465825,0.725804816465825,0.771821386297233
2000-10-09,8.52954348083586,8.52954348083586,7.90754172485322
2000-10-10,6.2871415168047,6.2871415168047,6.12211336847395
2000-10-11,0.43757923267549,0.43757923267549,0.648331867705565
2000-10-12,0.0100993230034874,0.0100993230034874,0.00664959993628145
2000-10-13,8.945650281384,8.945650281384,6.81204185821116
2000-10-14,5.46341144945473,5.46341144945473,4.78825009195134
2000-10-15,0.649673116276972,0.649673116276972,0.427572104672435
2000-10-16,2.97150652622804,2.97150652622804,3.07554784230888
2000-10-17,6.15910459309816,6.15910459309816,8.03206139244139
2000-10-18,11.1892510671166,11.1892510671166,9.97133685741533
2000-10-19,1.07186494278722,1.07186494278722,0.71794796094764
2000-10-20,0,0,0
2000-10-21,1.34206785005517,1.34206785005517,1.27598720428068
2000-10-22,4.22033549984917,4.22033549984917,3.85578494751826
2000-10-23,1.03116708341986,1.03116708341986,1.43133213277906
2000-10-24,0.397676095599309,0.397676095599309,0.373581712483428
2000-10-25,0.166421318863286,0.166421318863286,0.145686461473816
2000-10-26,0,0,0
2000-10-27,0,0,0
2000-10-28,0,0,0
2000-10-29,0,0,0
2000-10-30,0.00671992688694445,0.00671992688694445,0.00440495767861649
2000-10-31,0.204416250198847,0.204416250198847,0.301370817760471
2000-11-01,10.832627071067,10.832627071067,12.3632552102201
2000-11-02,4.09880219958723,4.09880219958723,3.58483175514266
2000-11-03,0,0,0
2000-11-04,0,0,0
