Date,DVP,MWM,OTG,AXA,BNW,CAV,CIN,CNC,DSM,EBS,EST,I75,IKV,OOA,OTM,OXV,PEA,PRO,SLB
2054-01-01 12:00:00,280.03906,280.03906,280.14566,278.69482,280.2415,272.84332,280.2415,283.88358,282.49902,278.6095,280.13327,283.88358,282.49902,283.88358,283.88358,283.29953,283.29953,281.9204,272.84332
2054-01-02 12:00:00,284.50055,284.50055,284.48135,283.03333,284.16418,277.18228,284.16418,286.46454,285.85046,282.8143,284.47208,286.46454,285.85046,286.46454,286.46454,286.3612,286.3612,285.55884,277.18228
2054-01-03 12:00:00,287.7921,287.7921,287.56262,285.03418,284.93854,278.10013,284.93854,287.4653,286.77747,283.50848,287.01495,287.4653,286.77747,287.4653,287.4653,287.36014,287.36014,286.41098,278.10013
2054-01-04 12:00:00,286.34885,286.34885,286.39023,284.72635,285.56232,278.65384,285.56232,287.66882,287.18927,284.23416,286.2768,287.66882,287.18927,287.66882,287.66882,287.66122,287.66122,286.93042,278.65384
2054-01-05 12:00:00,284.91412,284.91412,284.82916,283.00912,283.83926,276.77722,283.83926,286.46072,285.70505,282.38733,284.63974,286.46072,285.70505,286.46072,286.46072,286.29132,286.29132,285.32843,276.77722
2054-01-06 12:00:00,283.86063,283.86063,283.78857,281.80206,282.35147,275.40018,282.35147,284.88968,284.1063,280.9505,283.51807,284.88968,284.1063,284.88968,284.88968,284.63162,284.63162,283.787,275.40018
2054-01-07 12:00:00,283.08453,283.08453,283.109,280.91074,280.93323,274.29324,280.93323,282.70245,282.3239,279.7095,282.7349,282.70245,282.3239,282.70245,282.70245,282.66144,282.66144,282.18863,274.29324
2054-01-08 12:00:00,282.38464,282.38464,282.35928,279.9711,279.64047,273.15958,279.64047,281.2159,280.862,278.49634,281.8926,281.2159,280.862,281.2159,281.2159,281.1089,281.1089,280.8133,273.15958
2054-01-09 12:00:00,282.93317,282.93317,283.18045,281.6774,282.15552,275.74652,282.15552,282.90634,282.96503,281.21216,283.1588,282.90634,282.96503,282.90634,282.90634,282.9995,282.9995,283.12445,275.74652
2054-01-10 12:00:00,283.24084,283.24084,283.65085,282.10077,282.98926,276.11826,282.98926,284.71738,284.40857,281.7356,283.60828,284.71738,284.40857,284.71738,284.71738,284.74133,284.74133,284.26532,276.11826
2054-01-11 12:00:00,282.80096,282.80096,283.3242,281.94693,283.12805,276.13226,283.12805,284.9096,284.63358,281.82565,283.3707,284.9096,284.63358,284.9096,284.9096,285.0025,285.0025,284.44955,276.13226
2054-01-12 12:00:00,280.42996,280.42996,281.1135,280.47137,282.6823,275.38666,282.6823,284.6829,284.31946,281.3083,281.53036,284.6829,284.31946,284.6829,284.6829,284.74698,284.74698,284.07202,275.38666
2054-01-13 12:00:00,283.23782,283.23782,283.65585,282.25876,283.3217,276.4136,283.3217,284.75238,284.66986,282.08612,283.69803,284.75238,284.66986,284.75238,284.75238,284.9454,284.9454,284.5694,276.4136
2054-01-14 12:00:00,285.48685,285.48685,285.7987,283.83453,284.12656,277.41666,284.12656,285.2197,285.37512,282.93457,285.56027,285.2197,285.37512,285.2197,285.2197,285.59323,285.59323,285.32706,277.41666
2054-01-15 12:00:00,285.7832,285.7832,286.16275,284.16803,284.34866,277.71365,284.34866,285.3973,285.48264,283.20764,285.91202,285.3973,285.48264,285.3973,285.3973,285.63547,285.63547,285.4945,277.71365
2054-01-16 12:00:00,284.57904,284.57904,285.2689,284.29916,285.98715,278.86365,285.98715,287.42892,287.4054,284.69748,285.5337,287.42892,287.4054,287.42892,287.42892,287.69223,287.69223,287.2779,278.86365
2054-01-17 12:00:00,281.5298,281.5298,282.23315,282.02863,285.1234,277.35196,285.1234,287.67584,287.1246,283.53558,282.88364,287.67584,287.1246,287.67584,287.67584,287.69452,287.69452,286.7084,277.35196
2054-01-18 12:00:00,281.0095,281.0095,281.8247,281.30276,284.2635,276.30212,284.2635,287.4248,286.59732,282.50253,282.3196,287.4248,286.59732,287.4248,287.4248,287.32504,287.32504,286.01767,276.30212
2054-01-19 12:00:00,281.25458,281.25458,281.9367,281.15747,283.42337,275.89285,283.42337,285.67392,285.24176,281.91318,282.30618,285.67392,285.24176,285.67392,285.67392,285.70303,285.70303,284.92276,275.89285
2054-01-20 12:00:00,283.2735,283.2735,283.8351,282.54517,283.89783,276.76285,283.89783,285.38513,285.332,282.57266,283.95245,285.38513,285.332,285.38513,285.38513,285.59225,285.59225,285.2081,276.76285
2054-01-21 12:00:00,282.1188,282.1188,282.94373,282.10995,283.59073,276.77682,283.59073,284.05914,284.4174,282.56213,283.29242,284.05914,284.4174,284.05914,284.05914,284.3648,284.3648,284.60028,276.77682
2054-01-22 12:00:00,278.21326,278.21326,279.64618,279.7097,283.4408,275.26666,283.4408,286.53122,285.75427,281.6615,280.4468,286.53122,285.75427,286.53122,286.53122,286.43597,286.43597,285.1968,275.26666
2054-01-23 12:00:00,279.00323,279.00323,280.2341,279.8811,283.2882,275.0142,283.2882,286.86493,285.84592,281.37946,280.8298,286.86493,285.84592,286.86493,286.86493,286.64038,286.64038,285.1695,275.0142
